DOCKET,RPT_PERIOD,OUTG_SEQ,Refuel_Cycle,Outage_Date_Time,OUTG_DATE,OUTG_TYPE,OUTG_HRS,OUTG_REASN,OUTG_METH,OUTG_LER,OUTG_SYSTM,OUTG_COMP,DESCRIP,,,,,,,,,,,,,,,,,,,,,,,,,
278,199909,01,12,,09/29/1999 00:00:00,S,30.5,C,1,,RC,FUELXX,REFUELING OUTAGE 12.,,,,,,,,,,,,,,,,,,,,,,,,,
278,200109,1,13,,09/14/2001 00:00:00,S,393.1,C,1,,RC,FUELXX,REFUELING OUTAGE 13.,,,,,,,,,,,,,,,,,,,,,,,,,
278,200110,1,13,,09/14/2001 00:00:00,S,212.5,C,4,,RC,FUELXX,REFUELING OUTAGE 13.,,,,,,,,,,,,,,,,,,,,,,,,,
278,200310,P3R14,14,,10/01/2003 00:00:00,S,287.7,C,9,,RC,FUELXX,"REACTOR POWER WAS REDUCED TO 0% DUE TO LOSS OF OFFSITE POWER ON 09/15/03, AND 3R14 BEGAN EARLY AND RETURNED TO FULL POWER ON 10/17/03.",,,,,,,,,,,,,,,,,,,,,,,,,
278,201309,P3R19,19,09/09/2013 00:02:00,09/09/2013 00:00:00,S,527.97,C,1,,RC,FUELXX,"REFUELING OUTAGE 19.  On 9/8/13 at 15:02, Unit 3 commenced a planned power reduction for P3R19 refueling outage.  At 00:02 on 9/9/13, the generator was tripped.  At 01:34 on 9/9/13 the reactor was manually scrammed.",,,,,,,,,,,,,,,,,,,,,,,,,
278,201310,P3R19,19,09/09/2013 00:02:00,09/09/2013 00:00:00,S,575.68,C,4,,RC,FUELXX,"REFUELING OUTAGE 19. On 9/8/13 at 15:02 commenced power reduction P3R19. On 9/9/13 00:02 tripped generator, 01:34 reactor S/D. On 10/24/13 06:36, generator synched, 21:59 overspeed trip testing, 23:41 generator re-synched. On 10/27/13 00:48 100% power.",,,,,,,,,,,,,,,,,,,,,,,,,
278,201509,P3R20,20,09/21/2015 00:05:00,09/21/2015 00:00:00,S,239.92,C,1,,RC,FUELXX,REFUELING OUTAGE 20 (P3R20). Began Sept. at 90.0% power due to end of cycle coast down. Commenced load reduction 9/20/15 at 01:54.  Generator taken offline 9/21/15 at 00:05. Reactor shutdown to Mode 3 9/21/15 at 01:18. Ended month at 0.0% power.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200604,1G-06,20,,04/23/2006 00:00:00,S,191.85,C,1,,RC,FUELXX,REFUELING OUTAGE 20.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200605,1G-06,20,,04/23/2006 00:00:00,S,624.13,C,4,,RC,FUELXX,REFUELING OUTAGE 20.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200710,1G,21,,10/21/2007 00:00:00,S,263.7,C,1,,RC,FUELXX,REFUELING OUTAGE 21.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200711,1G-09,21,,10/21/2007 00:00:00,S,721,C,4,,RC,FUELXX,REFUELING OUTAGE 21.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200712,1G-09,21,,10/21/2007 00:00:00,S,18.32,C,4,,RC,FUELXX,REFUELING OUTAGE 21.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200904,1G-13,22,,04/19/2009 00:00:00,S,287.48,C,1,,RC,FUELXX,REFUELING OUTAGE 22.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200905,1G-13,22,,04/19/2009 00:00:00,S,257.72,C,4,,RC,FUELXX,REFUELING OUTAGE 22.,,,,,,,,,,,,,,,,,,,,,,,,,
280,201010,1G-15,23,,10/24/2010 00:00:00,S,191.72,C,1,,RC,FUELXX,REFUELING OUTAGE 23.,,,,,,,,,,,,,,,,,,,,,,,,,
280,201011,1G-15,23,,10/24/2010 00:00:00,S,721,C,4,,RC,FUELXX,REFUELING OUTAGE 23.,,,,,,,,,,,,,,,,,,,,,,,,,
280,201012,1G-15,23,,10/24/2010 00:00:00,S,38.1,C,4,,RC,FUELXX,REFUELING OUTAGE 23.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200410,,19,,10/31/2004 00:00:00,S,24.65,C,1,,RC,FUELXX,REFUELING OUTAGE 19.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200411,,19,,10/31/2004 00:00:00,S,720,C,4,,RC,FUELXX,REFUELING OUTAGE 19.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200412,,19,,10/31/2004 00:00:00,S,66.34,C,4,,RC,FUELXX,REFUELING OUTAGE 19.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200004,,16,,04/16/2000 00:00:00,S,359.4,C,1,,RC,FUELXX,REFUELING OUTAGE 16.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200005,,16,,04/16/2000 00:00:00,S,207.6,C,4,,RC,FUELXX,REFUELING OUTAGE 16.,,,,,,,,,,,,,,,,,,,,,,,,,
280,199810,,15,,10/19/1998 00:00:00,S,311.1,C,1,,RC,FUELXX,REFUELING OUTAGE 15.,,,,,,,,,,,,,,,,,,,,,,,,,
280,199811,,15,,10/19/1998 00:00:00,S,485,C,4,,RC,FUELXX,REFUELING OUTAGE 15.,,,,,,,,,,,,,,,,,,,,,,,,,
280,199703,,14,,03/07/1997 00:00:00,S,596.2,C,1,,RC,FUELXX,REFUELING OUTAGE 14.,,,,,,,,,,,,,,,,,,,,,,,,,
280,199704,,14,,03/07/1997 00:00:00,S,719,C,4,,RC,FUELXX,REFUELING OUTAGE 14.,,,,,,,,,,,,,,,,,,,,,,,,,
280,199705,,14,,03/07/1997 00:00:00,S,35.3,C,4,,RC,FUELXX,REFUELING OUTAGE 14.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200110,,17,,10/14/2001 00:00:00,S,432.4,C,1,,RC,FUELXX,REFUELING OUTAGE 17.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200111,,17,,10/14/2001 00:00:00,S,720,C,4,,RC,FUELXX,REFUELING OUTAGE 17.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200112,,17,,10/14/2001 00:00:00,S,184,C,4,,RC,FUELXX,REFUELING OUTAGE 17.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200304,,18,,04/20/2003 00:00:00,S,263.8,C,1,,RC,FUELXX,REFUELING OUTAGE 18/REACTOR VESSEL HEAD REPLACEMENT.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200305,,18,,04/20/2003 00:00:00,S,744,C,4,,RC,FUELXX,REFUELING OUTAGE 18/REACTOR VESSEL HEAD REPLACEMENT.,,,,,,,,,,,,,,,,,,,,,,,,,
280,200306,,18,,04/20/2003 00:00:00,S,350.6,C,4,,RC,FUELXX,REFUELING OUTAGE 18/REACTOR VESSEL HEAD REPLACEMENT.,,,,,,,,,,,,,,,,,,,,,,,,,
280,201206,1G-17,24,05/06/2012 00:15:00,05/06/2012 00:00:00,S,140.67,C,4,,RC,FUELXX,Refueling Outage 24.,,,,,,,,,,,,,,,,,,,,,,,,,
280,201205,1G-17,24,05/06/2012 00:15:00,05/06/2012 00:00:00,S,623.75,C,1,,RC,FUELXX,Refueling Outage 24.,,,,,,,,,,,,,,,,,,,,,,,,,
280,201310,1G-18,25,10/20/2013 00:32:00,10/20/2013 00:00:00,S,287.47,C,1,,RC,FUELXX,"Refueling Outage 25. October 20, 2013 @ 0032 Unit 1 offline for Refueling Outage. November 21, 2013 @ 1212 Unit 1 online.",,,,,,,,,,,,,,,,,,,,,,,,,
280,201311,1G-18,25,10/20/2013 00:32:00,10/20/2013 00:00:00,S,493.33,C,4,,RC,FUELXX,"Refueling Outage 25. October 20, 2013 @ 0032 Unit 1 offline for Refueling Outage. November 21, 2013 @ 1212 Unit 1 online.",,,,,,,,,,,,,,,,,,,,,,,,,
280,201504,1G-19,26,04/19/2015 00:19:00,04/19/2015 00:00:00,S,287.68,C,1,,RC,FUELXX,Refueling Outage 26.,,,,,,,,,,,,,,,,,,,,,,,,,
280,201505,1G-19,26,04/19/2015 00:19:00,04/19/2015 00:00:00,S,646.63,C,4,,RC,FUELXX,Refueling Outage 26.,,,,,,,,,,,,,,,,,,,,,,,,,
281,201512,2G-17,26,10/19/2015 00:19:00,10/19/2015 00:00:00,S,252.18,C,4,,RC,FUELXX,Refueling Outage 26. 12/11/2015 @ 1211 Unit 2 is online,,,,,,,,,,,,,,,,,,,,,,,,,
281,201511,2G-17,26,10/19/2015 00:19:00,10/19/2015 00:00:00,S,721,C,4,,RC,FUELXX,Refueling Outage 26. 12/11/2015 @ 1211 Unit 2 is online,,,,,,,,,,,,,,,,,,,,,,,,,
281,201510,2G-17,26,10/19/2015 00:19:00,10/19/2015 00:00:00,S,311.68,C,1,,RC,FUELXX,Refueling Outage 26. 12/11/2015 @ 1211 Unit 2 is online,,,,,,,,,,,,,,,,,,,,,,,,,
281,200505,,19,,04/24/2005 00:00:00,S,545.88,C,4,,RC,FUELXX,REFUELING OUTAGE 19.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200611,2G-04A,20,,10/12/2006 00:00:00,S,470.63,C,4,,RC,FUELXX,REFUELING OUTAGE 20.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200610,2G-04A,20,,10/12/2006 00:00:00,S,481,C,9,,RC,FUELXX,REFUELING OUTAGE 20.  ENDED FORCED OUTAGE AND BEGAN REFUELING OUTAGE 20 WITHOUT GOING CRITICAL.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200804,2G-05,21,,04/27/2008 00:00:00,S,95.6,C,1,,RC,FUELXX,REFUELING OUTAGE21.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200805,2G-05,21,,04/27/2008 00:00:00,S,482.47,C,4,,RC,FUELXX,REFUELING OUTAGE21.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200911,2G-06,22,,11/01/2009 00:00:00,S,717.32,C,1,,RC,FUELXX,REFUELING OUTAGE 22.,,,,,,,,,,,,,,,,,,,,,,,,,
281,201104,2G-10,23,04/16/2011 18:49:00,04/16/2011 00:00:00,S,341.18,C,3,,RC,FUELXX,REFUELING OUTAGE 23 COMMENCED FOLLWOING REACTOR TRIP DUE TO A TORNADO.,,,,,,,,,,,,,,,,,,,,,,,,,
281,201105,2G-10,23,04/16/2011 18:49:00,04/16/2011 00:00:00,S,744,C,4,,RC,FUELXX,REFUELING OUTAGE 23,,,,,,,,,,,,,,,,,,,,,,,,,
281,201106,2G-10,23,04/16/2011 18:49:00,04/16/2011 00:00:00,S,384.76,C,4,,RC,FUELXX,REFUELING OUTAGE 23,,,,,,,,,,,,,,,,,,,,,,,,,
281,200504,,19,,04/24/2005 00:00:00,S,167.85,C,1,,RC,FUELXX,REFUELING OUTAGE 19.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200010,,16,,10/01/2000 00:00:00,S,744.5,C,1,,RC,FUELXX,REFUELING OUTAGE 16.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200011,,16,,10/01/2000 00:00:00,S,16.8,C,4,,RC,FUELXX,REFUELING OUTAGE 16.,,,,,,,,,,,,,,,,,,,,,,,,,
281,199905,,15,,04/18/1999 00:00:00,S,706.4,C,4,,RC,FUELXX,REFUELING OUTAGE 15.,,,,,,,,,,,,,,,,,,,,,,,,,
281,199710,,14,,10/05/1997 00:00:00,S,615.2,C,1,,RC,FUELXX,REFUELING OUTAGE 14.,,,,,,,,,,,,,,,,,,,,,,,,,
281,199904,,15,,04/18/1999 00:00:00,S,311.1,C,1,,RC,FUELXX,REFUELING OUTAGE 15.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200203,,17,,03/24/2002 00:00:00,S,191.6,C,1,,RC,FUELXX,REFUELING OUTAGE 17.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200204,,17,,03/24/2002 00:00:00,S,505.1,C,4,,RC,FUELXX,REFUELING OUTAGE 17.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200309,,18,,09/21/2003 00:00:00,S,239,C,9,,RC,FUELXX,REFUELING OUTAGE 18/REACTOR VESSEL HEAD REPLACEMENT.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200312,,18,,09/21/2003 00:00:00,S,50.78,C,4,,RC,FUELXX,REFUELING OUTAGE 18/REACTOR VESSEL HEAD REPLACEMENT.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200310,,18,,09/21/2003 00:00:00,S,745,C,4,,RC,FUELXX,REFUELING OUTAGE 18/REACTOR VESSEL HEAD REPLACEMENT.,,,,,,,,,,,,,,,,,,,,,,,,,
281,200311,,18,,09/21/2003 00:00:00,S,720,C,4,,RC,FUELXX,REFUELING OUTAGE 18/REACTOR VESSEL HEAD REPLACEMENT.,,,,,,,,,,,,,,,,,,,,,,,,,
281,201212,2G-12,24,11/01/2012 00:15:00,11/01/2012 00:00:00,S,61.67,C,4,,RC,FUELXX,Refueling Outage 24,,,,,,,,,,,,,,,,,,,,,,,,,
281,201211,2G-12,24,11/01/2012 00:15:00,11/01/2012 00:00:00,S,720.75,C,1,,RC,FUELXX,Refueling Outage 24,,,,,,,,,,,,,,,,,,,,,,,,,
281,201404,2G-14,25,04/19/2014 23:45:00,04/19/2014 00:00:00,S,264.25,C,1,,RC,FUELXX,Refueling Outage 25,,,,,,,,,,,,,,,,,,,,,,,,,
281,201405,2G-14,25,04/19/2014 23:45:00,04/19/2014 00:00:00,S,494.37,C,4,,RC,FUELXX,Refueling Outage 25,,,,,,,,,,,,,,,,,,,,,,,,,
282,200605,1R24,23,,04/28/2006 00:00:00,S,744,C,4,,RC,FUELXX,1R24 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200606,1R24,23,,04/28/2006 00:00:00,S,133.77,C,4,,RC,FUELXX,1R24 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200604,1R24,23,,04/28/2006 00:00:00,S,52.27,C,1,,RC,FUELXX,1R24 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200803,1R25,24,,02/13/2008 00:00:00,S,530.93,C,4,,RC,FUELXX,1R25 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200802,1R25,24,,02/13/2008 00:00:00,S,406.75,C,1,,RC,FUELXX,1R25 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200909,1R26,25,,09/11/2009 00:00:00,S,457.37,C,1,,RC,FUELXX,1R26 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200910,1R26,25,,09/11/2009 00:00:00,S,744,C,4,,RC,FUELXX,1R26 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200911,1R26,25,,09/11/2009 00:00:00,S,550.9,C,4,,RC,FUELXX,1R26 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,201104,1R27,26,04/29/2011 23:14:00,04/29/2011 00:00:00,S,24.77,C,1,,RC,FUELXX,1R27 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,201105,1R27,26,04/29/2011 23:14:00,04/29/2011 00:00:00,S,744,C,4,,RC,FUELXX,1R27 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,201106,1R27,26,04/29/2011 23:14:00,04/29/2011 00:00:00,S,243.18,C,4,,RC,FUELXX,1R27 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200409,,22,,09/10/2004 00:00:00,S,483.5,C,1,,RC,FUELXX,1R23 REFUELING OUTAGE AND SG REPLACEMENT.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200410,,22,,09/10/2004 00:00:00,S,745,C,4,,RC,FUELXX,1R23 REFUELING OUTAGE AND SG REPLACEMENT.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200411,,22,,09/10/2004 00:00:00,S,535.1,C,4,,RC,FUELXX,1R23 REFUELING OUTAGE AND SG REPLACEMENT.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200101,,20,,01/19/2001 00:00:00,S,290.4,C,1,,RC,FUELXX,CYCLE 21 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,199905,,19,,04/17/1999 00:00:00,S,621.7,C,4,,RC,FUELXX,CYCLE 20 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,199710,,18,,10/18/1997 00:00:00,S,336.4,C,1,,RC,FUELXX,CYCLE 19 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,199711,,18,,10/18/1997 00:00:00,S,720,C,4,,RC,FUELXX,CYCLE 19 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,199712,,18,,10/18/1997 00:00:00,S,346.8,C,4,,RC,FUELXX,CYCLE 19 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,199904,,19,,04/17/1999 00:00:00,S,335.8,C,1,,RC,FUELXX,CYCLE 20 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200102,,20,,01/19/2001 00:00:00,S,599,C,4,,RC,FUELXX,CYCLE 21 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200211,,21,,11/15/2002 00:00:00,S,363.7,C,2,28202002,RC,FUELXX,CYCLE 22 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,200212,,21,,11/15/2002 00:00:00,S,127.3,C,4,,RC,FUELXX,CYCLE 22 REFUELING OUTAGE.,,,,,,,,,,,,,,,,,,,,,,,,,
282,201210,1R28,27,10/23/2012 00:20:00,10/23/2012 00:00:00,S,215.67,C,1,,RC,FUELXX,1R28 Refueling Outage commenced on 10/23/12 at 0020 with opening of Unit 1 Generator Output Breakers per 1C1.3,,,,,,,,,,,,,,,,,,,,,,,,,
282,201212,1R28,27,10/23/2012 00:20:00,10/23/2012 00:00:00,S,744,C,4,,RC,FUELXX,1R28 Refueling Outage commenced on 10/23/12 at 0020 with opening of Unit 1 Generator Output Breakers per 1C1.3,,,,,,,,,,,,,,,,,,,,,,,,,
282,201211,1R28,27,10/23/2012 00:20:00,10/23/2012 00:00:00,S,721,C,4,,RC,FUELXX,1R28 Refueling Outage commenced on 10/23/12 at 0020 with opening of Unit 1 Generator Output Breakers per 1C1.3,,,,,,,,,,,,,,,,,,,,,,,,,
282,201301,1R28,27,10/23/2012 00:20:00,10/23/2012 00:00:00,S,27.68,C,4,,RC,FUELXX,"1R28 Refueling Outage commenced on 10/23/12 at 0020 with opening of Unit 1 Generator Output Breakers per 1C1.3.
Placed Unit 1 online at 0341 on 1/2/2013 per 1C1.2 after completion of 1R28 refueling outage.  Reached 100% power on 1/8/2013 at 2132.",,,,,,,,,,,,,,,,,,,,,,,,,
282,201411,1R29,28,10/08/2014 00:47:00,10/08/2014 00:00:00,S,515.67,C,4,,RC,FUELXX,Refueling Outage 1R29. Unit 1 was taken offline on 10/8/14 at 0047.  Closed Unit 1 Output Breaker on 11/22/14 at 1040 to place Unit 1 online after completion of refueling outage 1R29.,,,,,,,,,,,,,,,,,,,,,,,,,
282,201410,1R29,28,10/08/2014 00:47:00,10/08/2014 00:00:00,S,575.22,C,1,,RC,FUELXX,Refueling Outage 1R29. Unit 1 was taken offline on 10/8/14 at 0047.  Closed Unit 1 Output Breaker on 11/22/14 at 1040 to place Unit 1 online after completion of refueling outage 1R29.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200503,2005-001,22,,02/26/2005 00:00:00,S,744,C,4,2852005001,RC,FUELXX,REFUELING OUTAGE 22.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200504,2005-001,22,,02/26/2005 00:00:00,S,719,C,4,,RC,FUELXX,REFUELING OUTAGE 22.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200505,2005-001,22,,02/26/2005 00:00:00,S,744,C,4,,RC,FUELXX,REFUELING OUTAGE 22.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200506,2005-001,22,,02/26/2005 00:00:00,S,4.13,C,4,,RC,FUELXX,REFUELING OUTAGE 22.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200609,2006-002,23,,09/09/2006 00:00:00,S,507.5,C,1,,RC,FUELXX,REFUELING OUTAGE 23.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200610,2006-002,23,,09/09/2006 00:00:00,S,745,C,4,,RC,FUELXX,REFUELING OUTAGE 23.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200611,2006-002,23,,09/09/2006 00:00:00,S,720,C,4,,RC,FUELXX,REFUELING OUTAGE 23.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200612,2006-002,23,,09/09/2006 00:00:00,S,69.52,C,4,,RC,FUELXX,REFUELING OUTAGE 23.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200805,2008-02,24,,04/19/2008 00:00:00,S,744,C,4,,RC,FUELXX,REFUELING OUTAGE 24.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200804,2008-02,24,,04/19/2008 00:00:00,S,266.42,C,1,,RC,FUELXX,REFUELING OUTAGE 24.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200806,2008-02,24,,04/19/2008 00:00:00,S,393.22,C,4,,RC,FUELXX,REFUELING OUTAGE 24.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200911,2009-01,25,,11/01/2009 00:00:00,S,720.87,C,1,,RC,FUELXX,REFUELING OUTAGE 25.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200912,2009-01,25,,11/01/2009 00:00:00,S,459.52,C,4,,RC,FUELXX,REFUELING OUTAGE 25.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201104,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,504.22,C,1,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201105,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,744,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201106,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,720,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201107,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,744,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201108,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,744,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201109,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,720,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201110,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,744,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201111,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,721,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201112,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,744,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200502,1,22,,02/26/2005 00:00:00,S,51,C,3,28505001,RC,FUELXX,"REFUELING OUTAGE 22.  REACTOR TRIP OCCURRED DUE TO A FEEDWATER TRANSIENT WHICH CAUSED REACTOR POWER TO INCREASE TO THE 15% TRIP SETPOINT. THE REACTOR SHUTDOWN WAS COMPLETED, WHICH COMMENCED REFUELING OUTAGE 22.",,,,,,,,,,,,,,,,,,,,,,,,,
285,199911,99-01,18,,10/01/1999 00:00:00,S,252,C,4,,RC,FUELXX,REFUELING OUTAGE 18.,,,,,,,,,,,,,,,,,,,,,,,,,
285,199806,98-01,17,,03/31/1998 00:00:00,S,95.2,C,4,,RC,FUELXX,REFUELING OUTAGE 17.,,,,,,,,,,,,,,,,,,,,,,,,,
285,199803,1,17,,03/31/1998 00:00:00,S,2.4,C,1,,RC,FUELXX,REFUELING OUTAGE 17.,,,,,,,,,,,,,,,,,,,,,,,,,
285,199804,1,17,,03/31/1998 00:00:00,S,719,C,4,,RC,FUELXX,REFUELING OUTAGE 17.,,,,,,,,,,,,,,,,,,,,,,,,,
285,199805,98-01,17,,03/31/1998 00:00:00,S,744,C,4,,RC,FUELXX,REFUELING OUTAGE 17.,,,,,,,,,,,,,,,,,,,,,,,,,
285,199910,99-01,18,,10/01/1999 00:00:00,S,722.9,C,1,,RC,FUELXX,REFUELING OUTAGE 18.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200103,1,19,,03/15/2001 00:00:00,S,387,C,1,,RC,FUELXX,REFUELING OUTAGE 19. STATION WAS SHUT DOWN ONE DAY PRIOR TO THE SCHEDULED REFUELING OUTAGE 19 DUE TO A SECONDARY SYSTEM CHEMISTRY TRANSIENT.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200104,1,19,,03/15/2001 00:00:00,S,671,C,4,,RC,FUELXX,REFUELING OUTAGE 19.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200205,1,20,,05/03/2002 00:00:00,S,675,C,1,,RC,FUELXX,REFUELING OUTAGE 20.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200206,1,20,,05/03/2002 00:00:00,S,24,C,4,,RC,FUELXX,REFUELING OUTAGE 20.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200309,1,21,,09/12/2003 00:00:00,S,435,C,2,28503003,RC,FUELXX,REFUELING OUTAGE 21.,,,,,,,,,,,,,,,,,,,,,,,,,
285,200310,1,21,,09/12/2003 00:00:00,S,725,C,4,,RC,FUELXX,REFUELING OUTAGE 21.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201201,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,744,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201203,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,743,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201202,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,696,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201206,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,720,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201205,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,744,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201204,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,720,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201207,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,744,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201208,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,744,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
285,201209,2011-2,26,04/09/2011 23:47:00,04/09/2011 00:00:00,S,720,C,4,,RC,FUELXX,End of Cycle 26 Refueling Outage.,,,,,,,,,,,,,,,,,,,,,,,,,
